average_rating,author_id,text_reviews_count,name,ratings_count
3.89,17444,1115,Randy DuBurke,6380
3.69,548846,114,Martin Solares,649
3.96,166638,6,Andrew Grossberg,108
4.0,895513,38,Brad Guigar,560
3.67,6113860,23,J.l. Giles-Rivera,416
3.86,61961,164,Trevor Von Eeden,3684
4.2,454164,208,Dan Day,1817
3.64,8305184,25,Jerome Moore,136
3.66,3185725,559,Darryl Cunningham,2875
3.54,3028888,78,Caleb Monroe,437
2.99,2921889,31,Mariano Navarro,70
3.74,34534,105,Eric Reynolds,1188
3.6,1440407,122,Jeff McComsey,738
2.49,14762436,5,Kurt Tiede,37
3.99,105517,57,J. David Spurlock,382
3.92,581209,84,Ryu Fujisaki,1637
4.02,5574495,42,Hajime Asano,761
3.9,5773754,25,Niito,383
3.94,4669720,48,Isao Miura,703
3.95,4027111,47,Kotaro Yamada,697
4.0,8139177,109,Mary Laura Philpott,424
3.54,5770461,35,Miguel Sepulvida,338
3.65,5256258,91,Brandon Easton,471
4.0,934294,14,Christophe Nicolas,83
4.01,2929468,39,Guillaume Long,258
4.2,7123169,112,Akio Hiragi,1506
4.26,7008281,168,Natasha Alterici,616
3.98,169497,654,Doug Petrie,14750
3.57,2733017,96,Andre Marois,404
3.83,15189548,32,Jason Kirschner,107
3.47,2535075,122,Aileen Leijten,312
4.2,8167143,30,Kari Castor,132
3.95,176111,2,Vincent Woodcock,39
4.36,17205398,346,Sean McCoy,7184
4.22,7258276,1187,Kinami Watabe,19471
3.81,1122918,18,Ryoji Hido,73
3.7,1179762,210,Joe Tyler,3002
3.54,6113859,18,Carlos Granda,122
2.67,15034718,2,Jorge Alberto Cortes,9
3.81,2878189,154,Rafa Garres,1256
4.12,14177739,21,Studio Dice,107
4.05,36203,2316,David Petersen,26618
3.67,821471,11,Francesca Ghermandi,75
3.58,282526,566,David Cronenberg,4106
3.85,3511154,51,Kat Rocha,284
4.19,6917180,45,Enric Badia Romero,690
3.64,253327,99,Richard Calder,825
3.27,4381584,3,Leonardo M. Giron,11
3.92,151715,638,Joshua Luna,9775
3.02,358436,43,Ivan Velez,200
3.9,4962500,91,Ayumi Kanou,1054
3.86,686553,101,Rufus Dayglo,1079
3.59,249242,12,Gradimir Smudja,109
3.87,1165951,103,Matthew Swanson,440
3.87,1165950,103,Robbi Behr,436
3.75,95396,6,Gregg Berryman,59
3.62,2964833,20,Miku Sakamoto,319
3.33,1385883,3,Friends of Lulu,15
4.2,202015,54,Ken-ichi Sakura,1851
3.82,270485,58,Kyung-ah Choi,2100
4.28,3043169,11388,Mattias Ripa,193401
4.07,16589,277,Kara,15428
4.12,5013822,176,Lee Yun-Hee,8717
3.47,2970378,76,Haruko Kurumatani,1379
3.94,807073,99,Roy Richardson,1674
3.74,877368,59,Hugh Fleming,745
3.5,5273079,15,Nick Choles,191
3.65,458641,45,Angus McKie,393
3.23,668945,77,Joel Jurion,217
3.6,61930,105,Ed Herron,1023
3.87,61931,407,John Broome,5300
4.3,8475093,116,Takashi Yano,904
3.98,3123635,443,Jocelyne Allen,3615
3.8,613657,276,Garry Marshall,1733
3.55,8278706,7,Carlos Soule,33
3.55,8278708,7,Oaul Allor,33
3.66,596091,9,Larry White,41
3.52,104062,91,Shane White,404
3.79,635875,118,Lee Moder,1350
3.67,1594593,34,Jennifer Meyer,203
3.77,1324454,8,Christian Meesey,39
3.63,8278709,7,Jainai Jeffries,35
3.77,586056,13,Adam Moore,64
3.75,2884475,26,Kevin Stokes,143
3.99,164530,9,Kouichi Tokita,336
4.16,3891001,47,John Flansburgh,496
4.19,1226169,4,Mike Kingston,27
4.33,15050402,1,Michael Mulipola,9
3.69,15401031,46,Katy Rex,173
3.68,15401032,28,Fabian Lelay,111
3.7,15401033,17,Mara Jayne Carpenter,77
3.75,16050644,5,Kiki Jenkins,20
3.87,7179847,68,Mimi Mashud,195
3.83,102836,133,Scott Gray,1514
3.86,822831,175,Adrian Salmon,1339
4.0,585273,150,Martin Geraghty,1318
4.25,2987871,17,Elitta Fell,157
3.34,15173666,10,Luis Antoni Delgado,56
4.1,14671200,186,David Navarrot,1437
3.58,17394,24,Kaoru Ohashi,589
4.26,4636983,606,Soumei Hoshino,26112
4.05,7812809,237,Takuma Morishige,1786
3.74,3193297,19,Roland Mann,90
3.77,2838944,280,Kim Howard Johnson,2735
4.04,5034674,613,J. Otto Seibold,9294
4.02,7326782,166,Barnaby Bagenda,1278
4.22,15072705,130,Toby Cyprus,937
3.98,8213141,444,"Romulo Fajardo, Jr.",2705
3.98,1200380,1882,Pat Brosseau,31400
4.22,3244589,148,Trevor Hutchinson,1259
4.31,6471233,35,Chloe Chan,136
3.72,6471234,3,Aliena Shoemaker,18
3.62,1146533,97,John Kerschbaum,476
3.67,44878,97,Paul Little,388
3.84,3459267,46,Takako Hashimoto,868
3.71,7010010,14,Derek Chester,168
4.01,14138277,24,Paul Laiken,266
2.66,14547683,6,George Romero's Empire of the Dead: Act Three,38
3.68,133391,162,Daniel HDR,1837
3.87,18678,684,Danny Gregory,40911
3.8,225713,64,Marcie Aboff,344
3.85,329416,144,Leanne Franson,895
4.13,5566176,4,Papercutz,38
3.68,2261882,167,Marina Harss,1081
3.98,166660,106,Ray Harryhausen,1223
3.77,1018593,22,prole.info,181
4.16,4616594,25,Mirko Babboni,620
3.65,4558530,21,Alan Robert,181
3.93,2921976,416,Coleman Engle,3646
3.84,1280589,184,K.C. Green,1420
3.99,6941574,54,Allison Strejlau,514
4.04,766295,7,Rachel Connor,52
3.56,2941915,170,Minty Lewis,1264
3.89,36390,72,John Bell,342
4.19,2020573,44,Jennifer Rahn,151
4.01,4718800,430,J.M. Frey,1444
3.48,15397824,16,Rafael Albuquerque,103
4.25,266488,55,Makoto Kobayashi,928
3.76,56702,78,Jodi Huelin,537
3.82,1011732,30,Jack Schiff,485
3.72,6449825,17,Ruben Moreira,76
4.4,7242124,487,Naoshi Arakawa,7254
3.76,400107,253,Simon Coleby,2237
3.77,54928,68,Greg Staples,771
4.35,69958,55,Amid Amidi,1515
4.07,3477858,625,Julia Rothman,5045
3.68,33050,1614,Kurt Andersen,8987
3.54,4676867,39,Mark Pacella,349
3.94,1396827,233,Erich Origen,978
3.94,1396828,233,Gan Golan,980
3.64,24475,43,George Gately,478
3.94,1212444,104,Patricia Lyfoung,1673
4.17,594810,154,Mikhail Lyubansky,3721
4.14,2943070,112,Wind Goodfriend,2113
3.8,2943075,48,Bradley J. Daniels,478
4.17,2943076,91,Siamak Tundra Naficy,1954
3.85,2943077,121,Robert Kurzban,1013
3.81,2943080,48,Stephanie R. Deluse,480
3.67,490602,58,Nick Bell,496
3.73,3157116,29,Chad Grothkopf,199
3.71,2929675,143,Annalisa Di Liddo,725
4.06,5386808,316,Scott Synder,2286
3.68,4146064,170,Geraldo Borges,1543
3.38,1317530,13,Marcel Ruijters,115
4.2,273509,72,John Bergin,541
3.97,541652,806,Kevin Sherry,8331
3.43,1424892,39,Zev Borow,229
3.63,6988702,377,Antonio Fabela,4394
4.46,372784,17,Attaboy,261
4.01,34538,68,Monte Beauchamp,627
3.43,8367760,227,Howard Weinstein,4221
3.96,95378,109,Adrian Shaughnessy,3972
4.09,117349,106,Michael Bierut,2442
4.03,3380249,90,Chris Scalf,1067
4.12,878134,259,Mike Parobeck,3268
4.1,16430272,3,Emmet Truxes,10
3.87,472586,64,Ivan Chermayeff,522
4.43,1440856,270,Hidekaz Himaruya,17819
3.87,303390,341,Eric Canete,3404
3.5,14356983,1,Richard Rockwell,2
3.53,1086567,71,Fred Hembeck,942
4.23,8179039,9,Adam Wilson,30
3.76,617157,14,Marco Galli,121
3.9,15061340,39,Marcio Menyz,435
3.88,321370,172,Junko Mizuno,1991
3.81,42910,123,Darian Leader,1330
3.78,1088108,41,Adrian Sibar,493
3.76,671510,181,Brendan Deneen,775
3.36,2984028,2,Junichi Ohsako,22
4.09,4116143,268,Daisuke Sato,8858
4.08,4116144,287,Shouji Sato,8964
3.61,122851,236,Simon Messingham,2463
3.25,196961,35,Hitoshi Tomizawa,473
3.9,660380,66,Amy Martin,239
3.89,30496,123,Kazuo Kamimura,1879
3.72,139286,144,Sonia Leong,1116
3.64,14057157,9,Yamaji Arata,197
3.5,90116,8,Michael Carey,80
3.86,4091705,750,Filipe Andrade,8405
3.5,6453008,33,Paul Alexander,357
3.88,2778248,41,Dave Tanguay,430
3.33,1072043,110,Grant Bond,552
3.64,4608186,647,Peter Tieryas,2330
4.06,146813,189,Robin Lawrie,1869
4.18,526930,46,Lita Talarico,718
3.54,742126,31,Laurent Gerra,502
3.76,287480,142,Todd Harris Goldman,663
3.94,349993,4,Jim Downey,17
3.95,307124,53,Marc Bell,350
3.92,84598,137,Randy Lofficier,1886
3.45,70964,85,Nic Kelman,622
4.29,16984716,298,Jenny Allen,1871
3.55,4402741,35,Filip Sablik,343
3.73,13510,31,Phil Smith,431
3.89,1033345,252,Chris Chuckry,2772
3.4,4671412,70,Jeanne McGee,372
4.21,1256937,24,Hyun-Dong Han,169
4.29,7239548,19,Genevieve Kote,139
3.83,2981528,116,Yuma Ando,1594
3.95,197321,40,Leslie Brown,269
3.92,2074284,433,Moose Baumann,4977
4.17,14852243,17,Trever Hairsine,120
3.86,4730639,183,Arturo Lozzi,1657
4.1,14852252,17,Mico Suyan,130
4.11,7465373,20,Chris Giarusso,142
4.21,14852255,14,Paulo Rivera,106
3.97,5788901,70,Matthew Waite,647
3.64,2857359,201,Gerald Parel,1562
3.45,163912,58,Scott Mills,407
4.32,29851,273,Aaron McGruder,4394
3.73,2833329,104,Laurent Seksik,657
3.13,5810460,11,Andre R. Frattino,31
3.82,388805,46,Tony Husband,247
3.96,13954834,74,Patrick Shand,497
3.32,6507860,4,Butch Mapa,28
3.43,8278781,67,Kevin Volo,304
4.01,3362601,47,Kouji Megumi,973
3.74,450204,510,Dan DiDio,10422
3.97,70732,386,Carol Queen,4439
3.93,3090466,552,Eric Orchard,3944
3.56,668902,284,Jesse Reklaw,1847
3.46,235614,214,Dan Zevin,1091
3.29,5849245,77,Jonathan Ross,840
3.9,5830899,24,Yak Haibara,118
3.68,3483225,143,Joseph Mallozzi,937
3.92,847186,161,Don Roff,2047
3.27,4918265,75,Shige Nakamura,986
4.2,4682198,448,Mamenosuke Fujimaru,7111
4.0,4322673,14,Richard Ortiz,237
4.18,59568,46,Matt Kloskowski,783
3.27,4840340,39,Robin Mayhall,172
3.51,3056491,80,Alitha E. Martinez,446
3.98,4575218,12,Paul Bedford,46
4.05,6897347,6,Henry Pop,22
4.05,6897348,6,Tom Bonin,22
3.8,314220,9,Joley Wood,54
4.03,292032,45,Sun-Min Kim,390
4.22,4124115,68,Yvette Tan,464
4.26,2980337,232,Kou Matsuzuki,13290
3.96,485220,1088,Tom Feister,33192
3.46,7951841,118,Andrew Crossley,764
4.15,4083207,734,Amelia Woo,16334
4.16,133217,1028,Richard McGuire,5978
4.01,25129,244,Paul Laurence Dunbar,2507
3.92,13192,33,Brian Walker,218
3.98,6936228,1495,Jean-Francois Beaulieu,10444
3.73,4457316,31,Isao Arief,158
3.88,1185981,9,Richard Blandford,101
3.82,8294521,18,Rachel Richey,82
3.37,5365155,68,Karrie Fransman,566
3.63,579322,23,William Goldsmith,169
3.83,145320,12,E-Jin Kang,193
3.97,2960940,13,Richard Dominguez,65
4.23,7582395,9,Yannick Grotholt,81
4.23,7582396,9,Comicon,81
3.91,3354320,19,Garrett Price,65
3.97,8573196,29,Steve Harrison,178
3.6,298624,57,Steve Sampson,495
3.25,78985,105,Liza Donnelly,546
4.08,754372,152,Winshluss,1244
4.44,16371909,1,Steve Pugh,16
3.9,119580,111,Stephane Heuet,742
3.8,5164330,165,Joe Johnson,1218
4.51,7222978,32,Keith McCleary,83
4.46,15370069,7,Wizard Garrett,13
3.61,6999354,54,Ginger Ly,148
3.61,7033451,35,Molly Park,94
3.9,2968223,8,Nel (RTL) Yomtov,29
4.01,3918635,36,Benny Fuentes,225
4.0,43258,59,Richard J. Anobile,605
3.44,5238537,5,Tom Dezago,36
3.77,877324,43,Antonio Segura,235
3.94,150818,643,Dylan Meconis,7236
3.9,1984140,23,Austin Harrison,144
4.06,216361,326,Nick Derington,2313
3.35,1112046,4,Enzo Gentile,20
2.57,5804271,2,Fabio Schiavo,7
4.04,219267,7,David Malan,54
3.75,3056490,213,Evonne Tsang,1193
3.86,20007,72,David Michael Beck,949
3.89,7875316,78,Midori Motohashi,486
3.91,2801021,34,Frank Godwin,211
3.88,514165,32,Toshihiko Kobayashi,447
3.98,3415625,28,Johnna Rizzo,100
3.79,3188807,10,Erik Lervold,76
3.97,3967,364,Steve Moore,5051
3.71,15065,34,Satosumi Takaguchi,937
3.83,15066,98,Yukine Honami,4120
4.04,3460313,165,Jo Cotterill,1032
4.15,70529,222,Yoshitoshi ABe,2172
3.69,9796562,12,Matthew Parker,59
3.67,5145494,16,Nao Doumoto,349
3.0,6425402,2,Brian Moll,9
3.35,6558029,4,Connor Thomas Cleary,17
4.32,14190165,67,Shannon O'Connor,154
3.82,411492,73,Mike Oliveri,436
3.67,8300346,90,Andrea Broccardo,708
3.32,171088,21,Nikolai Maslov,106
3.61,108267,94,Kevin Sharpe,1016
4.32,8295356,168,Gord Downie,1028
3.66,2101606,128,Aki,829
4.1,430753,57,Jim Williams,346
4.22,963028,24,Ben Casey,211
4.0,14432336,2,Michael Murphy,5
3.84,375504,61,C.C. Beck,501
4.22,751445,10,Mac Raboy,119
4.07,1663348,34,Pete Costanza,280
3.55,6150911,81,Antti Kokkonen,869
3.74,1437010,20,Rene Sterne,184
3.74,4674292,7,Chantal de Spiegeleer,116
3.5,5764206,177,Jerome Saincantin,1322
3.53,990890,6,Stephen Grant,38
3.76,7936485,51,Jung-Geun Yoon,390
3.58,4918400,25,Kevin Kobasic,180
3.04,14875448,7,C.R. Lister,48
3.93,13920263,15,Kathryn Bolinger,417
3.04,14875455,7,Jennifer Marrus,48
3.75,510756,86,Randy Elliott,1406
3.04,14875467,7,Simon Erich,48
3.38,4385904,13,Tom Ryder,65
3.43,6948863,12,John Cebollero,93
3.04,14875468,7,Knob Row,48
3.1,14417816,7,Andrew Covalt,50
3.15,4825331,7,Stu Suchit,52
3.04,6538220,7,Carol VanHook,51
3.04,14875474,7,Mark Pusateri,48
3.47,7206764,23,Rob Johnson,146
3.16,5536779,10,Santiago Vazquez,57
3.08,1328488,7,Rafael Soler,50
3.08,5151441,7,Jade Moede,52
3.98,5369447,446,Jonathan Fetter-Vorm,2691
4.19,4985089,35,Cosmic Debris,698
3.93,112872,135,M.J. Cosson,1057
4.03,147886,116,John Callahan,1097
3.6,3426147,4,Jamie Angell,72
4.06,2349937,36,Neil Alsip,459
4.02,16300356,56,Karen L. Bates,668
3.59,6094024,14,Yuriko Tamaki,97
4.11,6507383,247,Miriam Elia,1421
3.96,6555747,183,Ezra Elia,1053
4.25,14817232,83,Frannerd,318
3.77,189757,213,Simone Lia,1078
3.7,6834810,90,Guy A. Sims,427
3.72,6834809,97,Dawud Anyabwile,457
3.67,4535490,8,Javier Sicilia,45
4.0,15259879,3,"Dave Davenport, Justin Hall",8
4.09,3400699,70,Igor Kordej,1066
3.56,4723924,14,Matthieu Sylvander,57
3.55,7463361,16,Perceval Barrier,60
3.17,7029553,16,Lisa Clough,93
3.7,8190287,56,C.J. Michalski,832
3.36,3020771,17,Juan Berrio,163
3.61,14769518,114,Arvind Ethan David,490
3.7,2973267,234,Ilias Kyriazis,1041
3.99,5652271,85,Robert Triptow,497
3.87,1081361,437,Dwayne Alexander Smith,1698
3.99,1987,163,Tatsuhiko Takimoto,4209
3.56,3147654,56,Yoko Hanabusa,633
4.32,233537,311,Jake Tapper,3019
3.86,15091760,391,Msassyk,2847
4.22,516890,153,Robin S. Rosenberg,3221
4.1,5589440,22,Hitoshi Ichimura,391
3.9,741467,132,Scott Benefiel,2335
4.22,3044804,789,Christopher J. Nolan,10861
4.09,6193125,263,Brian Thies,3838
3.68,14716383,10,Rainier Beredo,136
4.07,54551,17,Jocelyn Bouquillard,151
4.07,54550,10,Christophe Marquet,92
3.98,4086647,28,Giovan Battista Carpi,209
3.98,4077434,38,Massimo De Vita,268
4.05,895786,223,James Lloyd,1630
3.92,521053,169,Leah Hayes,883
3.55,648089,86,Shepherd Hendrix,428
3.86,5773648,54,Tea Orsi,350
3.95,67122,46,Peter Cooper,385
4.16,1772201,110,Shirow Miwa,4537
3.89,90516,52,John Lustig,355
2.87,5770467,9,Justin Lustig,31
2.87,5770468,9,Patrick Langridge,31
4.11,4455648,68,Larry Mahlstedt,1239
3.32,303388,26,Armand Villavert Jr.,87
3.8,3982929,103,Benjamin Roman,942
4.33,58965,58,Peter Hall,1154
3.84,7214792,14,Barbara Pinolini,116
3.88,4272747,14,Michael Glenn,128
3.81,7214794,15,Andy Clemence,118
4.18,2809688,419,Bao Jing Li Ren,6218
4.52,6420129,2,Andrew Paul Wachowski,25
4.04,6896662,62,Ryoku,1067
3.72,2505659,121,Toby Longworth,1034
3.77,3880258,360,Jorge Coelho,2758
4.04,1256310,261,Blexbolex,1252
3.42,145379,124,Bob Harras,1046
4.05,1407769,26,DaNi,74
3.7,16130337,66,Vita Ayala,414
3.76,15217375,8,Rossi Gifford,45
3.93,3040016,18,Mike Maddox,186
3.8,3170973,82,Satoko Inaba,696
3.36,1201839,40,Alberto Varanda,162
3.3,156161,66,Claire Gibson,342
3.87,5160479,1234,Mircea Pricajan,27831
3.53,169447,13,Joe Pimente,259
3.44,61963,100,Willie Schubert,665
3.95,4110512,123,Dani Smith,360
3.02,262570,61,Peter Lenkov,408
3.38,4382015,22,Steve Dutro,210
3.52,4382016,25,Dave Nestelle,211
3.82,1068644,835,Drew Geraci,15444
3.67,3326681,3,Alberto Ledesma,9
3.45,7392112,117,Dono Sanchez Almara,632
4.12,3065771,170,Sarah Leavitt,946
3.42,5770541,24,Steve Gan,132
4.38,3463321,50,Umut Sarikaya,2535
4.17,20056,133,Olivier Vatine,3680
4.34,6425872,37,Ato Sakurai,583
3.94,15148155,51,G.O.,196
3.98,13265033,45,Chihiro,195
3.94,15148156,42,Tatsuhiko,173
4.07,2045223,578,Francis Tsai,12687
3.66,1059041,3,Michael Poe,59
4.12,107415,111,Tony Cliff,1204
3.73,5126,364,Gary Panter,2747
3.51,3116758,28,Niken Djokosuratno Suratman,639
4.33,5808422,1,"Gaines, Jack Kamen, Joe Orlando and Graham Ingels, Bill",6
3.71,7893976,145,Megan Hutchison,529
3.46,3464195,449,Nic Klein,3947
3.65,61997,168,Art Buchwald,1224
4.03,191771,97,Fiona MacCarthy,865
3.81,157795,73,Jonathan Gray,511
3.85,14142727,15,Andrea Castellan,47
3.91,833124,18,Manuel Gonzales,43
3.84,216908,63,Shuri Shiozu,3954
3.84,6523581,63,Si Fang Jin Zhu Li,3953
3.73,3074687,42,Faye Yong,199
3.71,28954,102,Alice Wexler,599
3.51,8188784,11,Max Davison,35
3.92,16170628,262,Thomas Pitilli,1874
3.49,13487144,29,Carlos Reyes,219
3.66,226312,52,David Mandel,310
3.92,744606,152,Margreet de Heer,717
3.24,1139459,51,Bruce Zick,170
2.81,7093030,23,M.C. Wyman,138
3.1,2856574,42,Kris Renkewitz,340
3.73,171348,145,Claudio Castellini,3349
3.94,3243117,11,Eray Canberk,347
3.89,62799,127,Jeff Katz,1979
4.29,2899339,72,Leonardo Gori,870
3.99,44638,175,Jack Cole,1544
4.32,153189,63,Hy Bender,5129
2.89,411542,3,Mako Takahashi,73
4.27,1036081,98,Baku Yumemakura,1380
4.52,1173049,169,Doug Mauss,1965
3.53,3948054,45,Geof Isherwood,439
3.75,1987075,61,Mark Propst,1207
3.76,4894966,350,Dave Meikis,4914
3.45,5570456,77,Tomas Palacios,516
3.85,4399255,65,Nase Yamato,1758
4.4,1154489,48,Jennie Breeden,518
3.66,6981128,19,Sophie Bedard,194
3.75,208413,180,Garon Tsuchiya,3849
3.74,208412,172,Nobuaki Minegishi,3713
4.11,46147,31,Jeff Nicholson,2254
3.85,7372389,313,Wellinton Alves,2946
4.14,836763,107,Mike Olson,926
4.07,68790,606,Neal Gabler,6172
3.99,13569327,55,Kamome Shirahama,467
3.87,107295,470,Juan Bobillo,5086
3.82,3035050,221,Mirko Colak,2173
3.81,909590,405,Jerry Juhl,2507
3.78,1267903,86,Fred Chao,548
4.43,4350009,256,Bryan J.L. Glass,41990
3.77,1388979,68,Penelope Todd,379
3.43,1400210,305,Jinky Coronado,5295
4.35,950408,298,Michael Kelleher,5976
3.95,1925533,42,Ogden Whitney,295
4.04,5062419,45,Iwan Nazif,348
2.7,1346723,8,Fumika Okano,61
3.9,4537376,4,Susie Cagle,31
3.39,129422,105,James Bonny,911
4.23,7154717,1160,Elliot S. Maggin,47854
3.39,588166,27,Matthew Clarke,172
3.22,6553218,30,Roy Burdine,189
3.78,4445301,20,Dave Cornmell,64
3.36,552792,6,Nick Craine,28
3.76,3368584,48,Maciej Swierkocki,614
2.73,7069918,9,Sohaib Awan,22
3.43,4124109,49,Mark Torres,225
4.0,8580791,33,Tristan Jones,233
3.27,443348,20,George Kashden,82
3.1,443349,17,Nevio Zaccara,73
3.64,5784687,30,Alberto Giolitti (Gilbert),211
3.55,3448678,43,Giovanni Ticci,268
4.23,7359050,11,Jennifer Keating Moore,118
4.18,326999,27,Sean Carolan,255
3.52,55316,390,Abby Denson,2378
3.79,7378597,2,Bobbi Jo Weis,19
4.12,7359076,6,Ricardo Garcia Fuentes,67
4.29,6421408,11,Cynthia Morrow,93
3.75,14109267,20,John Richardson,155
3.7,4746608,15,Manikandan,86
4.56,8349934,4,Jamie Lynn Lano,18
3.89,3222692,13,JinJun Park,108
3.77,7784625,62,Giorgia Sposito,374
4.25,7112029,83,Brian Engard,689
3.91,3859428,26,Billy Dallas Patton,1413
4.1,14009357,18,Fujita (huzita),188
3.83,115411,115,Lela Lee,785
4.01,1222718,601,Christine Larsen,3807
4.0,4370434,76,Erwin Haya,566
4.12,42618,193,Paul Harmon,2806
4.12,4093078,17,D.C. Walker,49
3.44,6082926,32,Bruno Oliveira,227
4.24,2101660,198,Yukino Ichihara,10604
3.7,1364688,25,Fran Gamboa,409
3.7,2948060,192,Robbie Robbins,1643
3.76,2948063,22,Matthew V. Clemons,335
3.93,6953606,56,Amanda Coronado,353
3.98,3346052,40,Bill Blankenship,292
3.88,620872,3600,Neil Patrick Harris,26110
3.67,4708852,20,Yuiji Aniya,292
3.65,342516,36,Kazumi Ooya,780
3.87,17664,101,School Specialty Publishing,2045
3.66,8031390,25,Taran Killam,62
3.83,8278872,102,Vanesa R. Del Rey,919
4.32,3260686,73,Chris Houghton,1193
3.84,5364967,33,Roberta Ingranata,140
4.06,756683,51,Reed Tucker,274
3.69,24476,15,Charles Brooks,175
3.9,4959646,39,James Chapman,219
4.03,3141767,166,Aditya Bidikar,908
3.86,14852364,124,Wil Conrad,3957
4.09,5450946,36,Francoise Mouly,171
4.66,13733257,16,Adam4d,97
4.32,239803,6,Brian Talbot,147
3.85,2818061,120,Nykko,963
3.78,2829816,106,Corentin Jaffre,806
3.74,6446177,93,Carol Klio Burrell,706
4.36,7302080,620,Thi Bui,3120
3.97,2994891,31,Walt Ciechanowski,287
4.05,2978079,35,Bjarke Ingels Group,870
3.85,296241,469,Posy Simmonds,4200
4.39,636857,41,Adam Miller,180
3.91,74887,556,Martin Chalmers,6029
3.5,2347616,20,Zachary Trover,155
3.96,47726,50,Warren Spector,497
3.38,6105518,53,Chihiro Harumi,671
4.05,3076077,18,Keith Page,263
4.25,4475969,165,Martin Olson,2127
3.93,10791,294,Maki Murakami,17762
4.07,4546015,82,Hajime Segawa,1299
4.42,9864576,7,Dale Debakcsy,12
3.78,2881436,42,Sowmya Rajendran,178
3.93,5601064,73,Minami Mizuno,1493
3.31,7804589,19,Emiliano Urdinola,232
3.84,324276,61,Chris Hastings,432
4.05,975643,106,Ray Friesen,631
3.86,242285,103,Hirotaka Kisaragi,2349
4.19,14692,72,Paul Kirchner,809
4.19,1359220,55,Jung-man Cho,1744
3.88,1122123,367,Shawn Moll,11380
3.76,5335793,70,Ryo Takagi,1263
4.23,54925,1348,Goran Parlov,37369
3.66,7177823,64,Hideyoshico,596
3.81,14258778,62,Ulises Palomera,397
3.84,19387,47,Michael Manning,520
3.77,3206258,75,Gabo,359
3.49,1950531,36,Nick Spender,235
3.58,1858171,25,Etienne Schreder,238
3.66,5338446,26,Madeleine DeMille,235
3.7,10769766,4,Sara Moreira,67
3.86,6506121,17,George Brenner,96
3.89,951054,47,Dick Briefer,289
4.04,948856,180,Fletcher Hanks,1312
3.94,236596,21,Al Bryant,122
4.01,395324,97,Basil Wolverton,604
3.81,4381248,70,Fred Guardineer,631
3.88,5404982,22,Lou Fine,112
3.88,6506143,17,Mart Bailey,97
3.65,5263942,7,Vijayendra Mohanty,184
3.77,5138457,16,Vivek Goel,257
4.09,5817415,477,Ari Handel,3833
3.59,521934,69,Tita Larasati,338
3.65,13574777,64,Briony May Smith,206
3.65,748573,12,Jim Blanchard,151
2.87,15524523,59,Orli Auslander,128
3.65,5770492,10,Rex Valve,75
2.83,6430499,4,Lee Robson,23
3.58,2904586,27,Benjamin Shahrabani,182
3.54,2904585,29,Eddie Deighton,214
3.63,4551637,15,Jon Sloan,100
2.77,6430498,4,Bryan Coyle,22
3.34,72925,261,Benjamin Legrand,1763
3.58,1926973,54,Dominique Grange,366
3.51,4146769,14,Masami Hoshino,280
3.72,7405118,328,Viktor Bogdanovic,2069
4.0,1814148,79,Amie Barrodale,1021
3.93,473298,341,Ryan Dunlavey,2370
3.81,1291274,80,Catherine Lepage,490
3.34,254623,141,Fernando Krahn,979
3.87,1204080,39,Kazuto Okada,1168
4.25,6524726,55,Nechama Frier,443
4.0,15167689,4,Ten Van Winkle,12
4.33,15167690,9,Mady G,36
4.26,4446037,56,Ursula Wood,449
4.0,15167691,4,Jenn Doyle,12
4.0,15167692,4,One of Two,12
4.0,15167693,4,Ashley McCammon,12
4.0,569658,4,FATE,12
4.0,15167694,4,Sey Vee,12
4.0,429690,4,Tim Stowell,14
4.0,15167695,4,Steph Stober,12
4.12,4108672,7,Shazzbaa,25
4.19,5537243,4,AMA,53
4.0,15167696,4,Emilee McGlory,12
3.97,13490109,30,Hannah Krieger,115
4.0,15167697,4,Fal,12
4.0,15167698,4,Miru,12
3.68,5774721,279,Raulo Caceres,2858
3.91,639992,148,J.D. Smith,2003
4.05,402501,28,Kairi Fujiyama,578
4.08,7065248,42,Bow Guerrero,203
3.59,5155781,54,Mindy Newell,553
3.49,115441,172,Carol Lay,955
3.8,224457,492,Ramona Fradon,3495
3.71,2299026,4,Barb Rausch,24
3.82,16968434,4,Cara Sherman Tereno,22
3.77,936760,42,Lee Marrs,607
4.17,4083774,219,Hamlet Machine,2693
3.67,4603216,7,Naif Al-Mutawa,21
3.9,3222550,99,Smashing Magazine,1698
4.14,89606,1160,Karen Berger,10456
3.59,5343265,10,Mark Andrews,51
3.65,106794,4,Derick Thompson,23
3.41,106785,12,Louis Gonzales,82
4.27,106790,403,Sanjay Patel,2144
3.68,106786,72,Robert Kondo,250
3.56,3922880,4,Brian Larsen,25
3.65,3922881,4,Angus Maclane,23
3.95,106789,7,Ted Mathot,55
3.65,3922882,4,Jeff Pidgeon,23
3.67,3922883,4,Peter Sohn,24
3.65,3922884,4,Nate Stanton,23
3.44,106796,66,Max Elbaum,373
3.8,171749,885,Lorenzo Mattotti,7686
3.77,8186726,99,Betsy Gonia,811
3.79,13823484,95,Isaac Goodheart,692
4.0,8475816,257,Dan Mora,1784
3.88,406053,122,Robert Pope,442
3.86,557403,29,Mark Shainblum,98
3.87,421311,68,Miriam Engelberg,429
3.82,1062400,33,Jon Paul Fiorentino,248
