work_id,book_id
15699083,[10786888]
15700877,[10788643]
15702360,[2555074]
15702717,[10790434]
15704367,"[13532174, 12175685, 10792033]"
15705550,[10793131]
15705699,[10793276]
15705709,[10793286]
15706222,[10911231]
15706473,[10793920]
15708310,[10795682]
15708867,"[10796225, 18914487]"
15708988,[10796344]
15708997,[10796353]
15709046,[10796400]
15709214,[10796565]
15709221,[10796571]
15709296,[10796645]
15709673,[10797005]
15710626,[23309458]
15710678,[22545970]
15711259,[10798551]
15711556,[10798846]
15712169,"[10962548, 7326257]"
15714451,[10801158]
15714561,[10801265]
15714632,"[10801335, 11261067, 22908499]"
15720105,[10806653]
15720993,[10807515]
15723188,[10809648]
15723353,[10809807]
15723510,"[7810322, 10809960, 16255047]"
15724171,"[23606868, 10810606]"
15724173,"[23606896, 10810608]"
15724176,"[23607144, 10810611]"
15724327,[10810761]
15727867,[10814237]
15727890,[10814260]
15728045,[10814410]
15728071,"[10814436, 12541092]"
15728672,"[18816632, 27385914, 13183501, 10815022]"
15728674,[10815024]
15728680,"[19322852, 10815030, 34701392, 22550071]"
15728681,[10815031]
15728685,"[18756021, 22550064, 10815035, 34101906]"
15728686,[10815036]
15728687,"[31017476, 10815037]"
15730341,[10816671]
15730342,[10816672]
15732125,[10818420]
15734130,[10820416]
15734603,[10820886]
15736778,[16146037]
15736782,[15803932]
15738124,[10824327]
15738804,[10824971]
15739426,[10825568]
15740137,"[10826269, 33006661, 16071866, 13570803, 19081303]"
15740138,"[15798168, 32585569, 10826270]"
15740141,"[13643023, 32071504, 10826273]"
15741462,[11059573]
15741593,[10827701]
15741629,[10827737]
15741848,[10827950]
15741856,"[11169166, 10827957]"
15742477,"[17978407, 11196108, 14272077, 17407964, 22471595, 34660732]"
15742975,[10829050]
15743062,[10829136]
15743075,[10829149]
15743439,[21523826]
15743440,[21524014]
15743834,[10829879]
15744044,[10830065]
15744258,[10830272]
15746060,"[17827319, 17447109, 10832032]"
15746737,[10832692]
15747464,[34872714]
15748071,[10833998]
15748104,[7645980]
15748525,"[13450842, 23153529, 18774905, 6342005, 17729438]"
15748526,"[18143843, 6341901, 22372903, 16096243]"
15748533,"[17571454, 19227509, 15923908, 6337922, 9421794]"
15748546,"[17060288, 22672342, 6342002]"
15748547,"[18143743, 15995571, 6341851]"
15748550,"[6341565, 15995518, 17571456]"
15748652,[10834564]
15748973,[10834867]
15749862,[10835736]
15749868,[10835742]
15749947,[10835814]
15750096,[10835957]
15750122,"[10835981, 13348298]"
15750589,[10836443]
15751302,[10837135]
15751693,[10837522]
15751694,[10837523]
15751695,[10837524]
15751696,[10837525]
15751948,[10837763]
15752210,[10838022]
15752212,[10838024]
15752213,[10838025]
15752214,[10838026]
15752402,[23264225]
15752502,"[30068778, 19475139]"
15752511,[10838307]
15752515,[10838311]
15752516,[10838312]
15752518,[10838314]
15752519,[10838315]
15753692,[10839441]
15754524,"[17909947, 10840250]"
15754870,[1858667]
15755863,[10841538]
15756054,[10841714]
15756258,[10841909]
15756417,[10842064]
15756580,"[10842222, 17930012]"
15756581,"[7464719, 10422047, 17257871, 13447002, 15991343, 34936103, 10842223, 12371484, 485977, 11547143, 15839437, 9734596, 10295312, 18401683, 20662808, 5099708, 26190565]"
15757444,"[7661952, 8709766]"
15757683,[10843277]
15758072,"[10843663, 24896813, 12378243, 22609121, 17981633]"
15758737,"[10844301, 15793087]"
15759045,[10844600]
15759989,"[15705849, 10845523, 30725293]"
15760556,"[13396289, 11154863]"
15760612,[10846128]
15761130,[6339331]
15761149,[6339336]
15761425,[10846900]
15761636,[10847105]
15761637,"[29634541, 10847106]"
15761848,[19352191]
15764836,"[18471516, 36117687, 10850148]"
15765837,"[17277843, 10851120]"
15765898,[10851180]
15765928,[11255459]
15766953,"[10852202, 15842638]"
15767068,"[10852315, 13541481, 11956228, 13570260]"
15767233,[10852475]
15767928,"[20708782, 10853145]"
15769166,[10854365]
15769214,[10854410]
15769743,[10854920]
15769744,"[10854921, 8134583]"
15769960,[10855131]
15770021,[10855192]
15770037,[10855208]
15770044,[10855215]
15770061,[10855232]
15770407,[25506688]
15770526,[10855677]
15771928,[10857040]
15771990,[10857096]
15773021,[13487793]
15773377,[10858443]
15773379,"[27275077, 16066650, 10858445, 34677501, 15944396]"
15774483,"[10915640, 10859527]"
15775532,"[10860500, 33961461, 15720235]"
15776692,[10861644]
15777127,[10862035]
15778458,[10863328]
15778512,[10863382]
15778514,"[14435219, 26507017, 10863384, 15798398]"
15778526,[10863396]
15778599,[10863460]
15779083,[10863939]
15779260,[10864102]
15779931,[10864762]
15779945,"[11984828, 17318055, 10864775]"
15780247,[10865073]
15780395,[23993834]
15780416,[6086871]
15780995,[10865806]
15781252,"[12054795, 10866058]"
15781349,[10866153]
15781407,[10866210]
15781923,[10866718]
15782570,[13178591]
15783029,[10867812]
15784140,[10868901]
15784144,[10868905]
15784712,[10789712]
15786046,[10870772]
15786869,[10871587]
15787215,"[16168946, 15747868, 25382486, 17018910, 18631770, 15789267, 10871925, 16100426]"
15788203,[10872900]
15789663,"[17785892, 10874337]"
15789806,"[25489172, 10874478]"
15790057,"[1424453, 3152919]"
15791069,"[10875694, 24787329]"
15791335,[10875958]
15791444,"[12418681, 10876064]"
15792140,[10876720]
15792441,[10877015]
15794672,[10973508]
15794762,[10879250]
15794772,[7269284]
15794780,"[7269165, 10879380]"
15795188,[10879668]
15796088,[10880552]
15799538,[11273238]
15799585,[10883928]
15800170,[10884487]
15800376,[22923230]
15801747,"[13532190, 10886051]"
15803103,"[10887370, 10971414]"
15803165,"[10887432, 24058137]"
15804696,[10888950]
15805031,"[13533742, 13007992, 26858875, 18652483, 10889279, 29323579]"
15805174,"[23941553, 10889419, 22284095]"
15805668,[10889905]
15806399,"[13532177, 13316850, 10890609]"
15807020,[10891219]
15807021,[10891220]
15808930,[10893115]
15810300,[10894460]
15811919,[10896020]
15814222,[10898293]
15814259,"[10898326, 22880497]"
15814377,[10898441]
15814384,[10898448]
15815069,[10899129]
15817946,[10901917]
15821340,[10905219]
15822602,[10906449]
15824666,"[10908487, 18774932, 13446818, 18240093, 22372904]"
15826714,[10910507]
15827351,[10911135]
15828711,[10912472]
15828766,[10912526]
15829021,[10912775]
15829310,[10913060]
15830241,[10913973]
15830301,[10914033]
15832074,"[15897091, 10915738, 30312531]"
15833586,[10917216]
15833814,[10917443]
15833831,"[10985587, 10917460, 12893121, 27259087]"
15833857,[10917485]
15834382,[7872679]
15834542,[9472598]
15834854,"[16681329, 11311914, 106334]"
15835155,[595966]
15836047,"[10919425, 13526209]"
15840896,[3693397]
15840904,[3942614]
15841008,[3693398]
15842532,[11969446]
15843602,"[10926641, 13308852, 13641296]"
15844138,[13309081]
15844225,[10927252]
15844226,[10927254]
15844324,[10927341]
15845599,[10928529]
15846661,[10929584]
15846776,[10929698]
15846962,[10929875]
15849329,[10932215]
15849348,[10932234]
15850088,[10932961]
15851360,[10934206]
15852296,"[24305266, 18047975, 10935132, 12514217]"
15854891,"[11077971, 10937680]"
15854918,"[12349669, 10937707]"
15856787,[10939552]
15856828,[10939658]
15857057,[10939813]
15857064,[10939820]
15859250,"[10941969, 13573457]"
15859625,[10942340]
15860356,[10943053]
15860366,[6337546]
15860866,"[8103362, 10943554]"
15862231,"[10944862, 19044487]"
15869065,[10951576]
15871965,"[10954336, 12997236, 11729245, 11967574, 8806972, 18926565]"
15871998,"[10954369, 6599657]"
15871999,[10954370]
15872452,[14863813]
15872602,[10954963]
15872707,[10955066]
15872734,[10955093]
15873062,[13183527]
15873063,[12349675]
15873640,[10955982]
15873765,[24997498]
15876550,[10958861]
15876916,"[13536824, 10959222, 25894790]"
15877401,"[13159057, 20700596, 10959700]"
15877402,[10959799]
15877463,[10959762]
15877733,"[10960024, 13537124]"
15877944,[13449260]
15881717,"[8161898, 16309478]"
15882391,[11254868]
15885352,"[24189, 20803971]"
15888400,"[13532188, 10970364, 16668632]"
15892402,"[13288775, 10974311, 18902598, 28571403]"
15892470,[10974379]
15893024,[10974910]
15893025,"[13577342, 10974911]"
15893026,"[13154241, 13272687, 10974912]"
15893027,"[11569339, 12849544]"
15893028,[12244468]
15893326,"[10975195, 17137651]"
15893691,"[6974638, 1506151]"
15893699,"[7976292, 1506153]"
15895990,"[20020461, 10977745]"
15898515,"[10980206, 18400117]"
15898543,[10980233]
15903960,[7324467]
15905132,[10986661]
15906989,[10988471]
15908377,"[12548316, 10989841, 23768168]"
15910244,[10991658]
15911825,"[10993223, 13095924]"
15912453,[10993838]
15914117,[10995471]
15916254,"[19501492, 19041181, 17707687, 14562809, 10997557, 17840601, 15854115]"
15916342,"[11274011, 18912999, 12389027, 10997645]"
15921250,"[11002419, 18340278]"
15921425,[12079605]
15921746,[11002906]
15923281,"[16102628, 11004398]"
15923390,[12015672]
15925960,"[11007020, 14539944]"
15929034,[11010029]
15931503,"[11012448, 17027021]"
15932130,[11013055]
15934030,[11014883]
15934332,[11015163]
15934336,"[25909710, 13184401, 17182469, 11015167]"
15934337,[11015168]
15938436,[11019121]
15939133,[11019794]
15940351,"[11020991, 12988878, 34674178, 13532193]"
15942098,[11022688]
15942349,[11022936]
15943599,[2002011]
15943769,"[2489221, 4720660]"
15943842,"[13417912, 1235247, 7885911]"
15943988,[1006535]
15944178,"[1799501, 29628582]"
15944277,[11024805]
15944580,[11025097]
15944611,[2140821]
15945461,[1910840]
15945598,[3526056]
15945737,[8958416]
15946032,[3526055]
15948377,"[15811410, 13552849]"
15948458,[11028644]
15949215,[11029380]
15949665,[11029822]
15949671,"[11029828, 24222084, 19060900]"
15949685,"[16173054, 7311268, 11029842, 11818691]"
15949743,"[18191624, 11029899]"
15950600,[11030741]
15952723,[11032781]
15952738,"[18050858, 19268217, 11032796, 8499409]"
15952739,"[11032797, 8499410, 18336840, 19276517]"
15952754,[11032812]
15952756,[11032814]
15952811,"[20487173, 11032869]"
15952813,"[11032871, 20490875]"
15952959,[11033017]
15952965,[11348714]
15953862,[11033863]
15956441,"[11036353, 11036352, 15700878, 17937014, 13177176]"
15956675,"[11036580, 8315263]"
15957589,[11037469]
15961442,[11040918]
15961921,"[24796194, 18367847, 11041371, 10725097, 18137481, 12179682]"
15962129,"[11041572, 8497640]"
15962673,[11042098]
15963853,[11043259]
15964063,[3352040]
15964829,[326114]
15966055,[11045360]
15966100,[11045398]
15966735,"[24992187, 11045996, 22606182]"
15968083,[11047156]
15970237,[11049264]
15973375,"[11052286, 13532192]"
15974186,[11053073]
15975592,[11054430]
15976427,"[11055256, 10350942]"
15977884,[11056672]
15978815,"[15798388, 12502370]"
15979645,"[12958517, 13086660, 11647621]"
15979752,[13153575]
15979947,"[13573077, 11058714]"
15980521,[11059283]
15980553,"[15835153, 11059315, 16118287]"
15981277,[11513989]
15983525,[11062262]
15983555,"[11062291, 12947848]"
15986447,[11065171]
15986750,[11065468]
15987475,[11066191]
15987752,"[19498042, 22693116, 11066468, 17913159]"
15987753,[11066469]
15987810,[6337863]
15989055,[16146215]
15990216,"[13174392, 11068912]"
15990531,[11069226]
15990542,[11069237]
15993711,[11072366]
15994094,[11072732]
15994374,[11073011]
15994912,"[11073526, 16090863]"
15997793,[11076310]
15997827,[11076371]
15999179,[11077684]
15999476,"[19078789, 11077977]"
16000163,[11078640]
16000646,"[28511806, 20685188, 11079079, 20613754]"
16002057,"[11080437, 18632001, 18937474]"
16003601,[11081964]
16003635,[11081997]
16003766,[11082126]
16003971,[11082324]
16003979,[11082332]
16004453,[11082792]
16004457,[11082796]
16005805,[11084116]
16006835,"[11085135, 25053101]"
16006960,[11085258]
16007544,[11085827]
16009579,[26887700]
16010079,[11088314]
16010786,[21254848]
16011434,[11089645]
16016436,[11094486]
16016519,[11094568]
16016693,[11094740]
16018912,[11096919]
16019393,[11097388]
16019479,[11097473]
16021163,[11099119]
16021815,"[10808127, 19281929, 11099746]"
16022225,[11100146]
16022226,[11100147]
16022788,"[11100681, 22217763, 15742807, 35215256, 15708164]"
16023161,"[13278257, 11101050]"
16023759,[11101641]
16024125,[6622568]
16024430,"[11102299, 17137604]"
16025327,[11103178]
16026542,"[11104382, 20319565]"
16026581,[9720317]
16028173,[11105980]
16029209,[11106965]
16029323,"[11107077, 11444772]"
16029517,[11107265]
16029877,[11107608]
16034951,[11112499]
16035272,[1263373]
16035312,[1263375]
16035980,[11113482]
16037563,"[17203362, 14062447, 11115022]"
16039695,"[11117109, 21556004, 23809273]"
16040640,[11118024]
16043167,[11120439]
16043183,[11120455]
16048488,[11125436]
16050703,[11127621]
16050782,"[23607170, 11127700]"
16051969,[11128857]
16052246,[11129115]
16052249,"[11129118, 32811697]"
16052252,[11129121]
16052254,[11129123]
16052272,[11129139]
16052334,[11129200]
16052340,[11129206]
16052341,[11129207]
16052353,[11129218]
16052672,[11129531]
16052809,[11129656]
16053323,"[12937210, 11130150, 12156508]"
16053367,[11130192]
16053420,"[11130243, 27753935, 20625058, 16117905, 28116192]"
16055786,[11132547]
16056953,[11133699]
16057239,[11133980]
16058567,[11135278]
16062077,"[11138695, 13529037]"
16062992,[11139585]
16062993,[8380403]
16063374,"[11139947, 7896282]"
16065285,"[3436597, 11141812]"
16065803,[11142264]
16066319,"[30625859, 11142767, 36442341]"
16067382,[13572890]
16067633,[11144031]
16067634,[11144032]
16067635,[11144033]
16067636,[11144034]
16068147,"[20803911, 11144542]"
16069799,[11146174]
16073730,[28375399]
16073970,[16009069]
16076498,[11152748]
16077114,[11153344]
16077134,[11153364]
16079280,[11155465]
16080812,[11156942]
16082073,[11158181]
16083511,[11159589]
16083778,[28599355]
16085147,[11161177]
16085328,[11161354]
16085384,"[10806720, 18332061, 11161410, 12016926, 20424365]"
16086124,"[13333690, 11162123]"
16086208,[11162203]
16086310,[11162304]
16086759,"[22368903, 11162744]"
16086907,[11162889]
16088925,[11164846]
16090860,[11166738]
16092049,[11167896]
16092131,[11167975]
16092150,[11167993]
16092200,[11168043]
16092342,"[11168184, 19309145]"
16092521,[29455567]
16092592,"[25625903, 13541614, 11168421]"
16092816,[11168640]
16093076,[11168893]
16093422,[11169232]
16093963,"[11169755, 25323791]"
16094427,[11170213]
16094890,[11170669]
16095917,[7921779]
16095948,[11171693]
16096719,[11172440]
16096721,[11172442]
16098272,[11173942]
16099520,[29737410]
16099791,[11175422]
16100759,[11176364]
16101428,[15782250]
16101833,"[11177388, 20415736]"
16102568,[11178111]
16103442,"[20525789, 11178971]"
16103797,[11179317]
16105878,[11181331]
16106709,[11182124]
16106792,[11182191]
16111174,"[16581871, 11186443, 16146511]"
16111189,"[19716672, 13532191, 11186458]"
16111657,[11186912]
16112361,"[12214177, 11187600]"
16113675,[11188896]
16114227,[11189446]
16117258,"[11192418, 13178853, 15704534]"
16117259,"[12819102, 18130548, 11192419, 13640102]"
16117675,"[11192820, 15800552, 17377797]"
16118974,[11194095]
16120298,[15782252]
16121055,[11196109]
16121464,[253052]
16122304,[11197330]
16122589,"[13532189, 19009224, 11197606]"
16124951,"[11199916, 31842292]"
16125593,[11200529]
16127198,[11202093]
16127518,[11202407]
16128521,"[1825798, 9683888]"
16130057,[29856409]
16130179,[29856445]
16130393,[11205186]
16130550,[11205333]
16130579,[11205362]
16131491,[11206258]
16133273,"[11207994, 13572850]"
16136392,[11211016]
16139334,"[11213855, 12635139]"
16143601,[11217989]
16144699,"[16106948, 11219060, 21567883, 16217511, 22662550]"
16144967,"[16163991, 11219321]"
16146468,[11220805]
16146559,[11220884]
16147734,"[28588127, 11222016]"
16147854,"[11222110, 16090738]"
16147920,[11222175]
16148109,[11222361]
16148112,[11222364]
16148126,[11222378]
16148960,"[11223180, 30073868]"
16150077,[25777371]
16150082,"[7466188, 11224265, 20947068]"
16150083,"[11224266, 15745975, 9642722, 20947070]"
16151009,[11225174]
16151019,[11225184]
16151069,[11225234]
16151419,"[13810161, 11225572]"
16152223,[11226366]
16152405,[11226544]
16152417,[11226556]
16152584,[11226718]
16157297,[11231289]
16159537,"[18008486, 11233469]"
16159830,[11233757]
16160110,[11234029]
16160112,[11234030]
16160446,[11234360]
16160672,"[12816097, 28088473, 11234579]"
16160704,[11234611]
16160731,[11234638]
16163844,"[11237672, 13528699]"
16164368,"[11238185, 19205696]"
16164376,[11238193]
16165191,[11239000]
16165208,[11239017]
16166060,[11239847]
16166549,"[11240325, 13537851]"
16166735,[11240505]
16168962,"[25958831, 11242668]"
16169234,"[1655025, 11168268]"
16171589,[11245245]
16172509,[11246126]
16173222,[11246829]
16173262,"[11246869, 25929455, 27181416]"
16173547,[11247153]
16173548,"[11247154, 17828931, 14781514]"
16173552,"[22874565, 11247158, 13528378, 17314362, 20748653]"
16173557,[11247163]
16173558,[11247164]
16174129,[11247729]
16174436,[11248034]
16174734,[12761011]
16174779,"[11248372, 11248487]"
16174854,[11248515]
16174970,"[32312136, 16093826, 11248563]"
16174983,"[11248631, 11248576]"
16175320,"[11248909, 12532500]"
16175673,[11249256]
16176214,"[12847065, 11249753]"
16176769,"[11250295, 12234982]"
16177109,"[33856115, 26105938, 10858446, 14595145, 15774355]"
16177375,[11250886]
16177831,[4056878]
16178121,[11251599]
16178648,"[11252118, 20431487, 12133005]"
16178718,[31359714]
16178847,[16146036]
16178850,"[13541297, 18143826]"
16178851,[15803884]
16179266,[11252709]
16179326,[30976498]
16179722,[11253145]
16179739,[10413358]
16179886,"[11253294, 16173244]"
16180178,[11253569]
16180366,"[13564127, 11253748]"
16180367,"[11253749, 28447738]"
16180778,[11254149]
16181180,[11254537]
16181266,"[13178306, 11192821]"
16181399,"[14552667, 11254753]"
16181492,[11254845]
16181530,"[11254882, 14464133]"
16181570,[11254922]
16181997,"[11255334, 23733949]"
16182016,[11255351]
16182125,"[11255457, 10549661]"
16183315,[11256615]
16184004,[11257298]
16186908,[11260127]
16187840,[11261039]
16188140,"[24985738, 19271319, 11261335]"
16188272,[11261466]
16188874,[11262065]
16188913,[11262104]
16190315,"[11263481, 18954631]"
16192295,[11265434]
16192982,[11266109]
16192985,[11266113]
16193588,[11266690]
16200059,[9636737]
16201238,[11274199]
16203852,[11276741]
16204038,"[18775126, 11276926]"
16204649,[11277525]
16204682,[11277558]
16204768,"[11277643, 13810089, 18828114]"
16205611,[2411092]
16205869,[11278726]
16206342,[11279191]
16206764,"[504374, 18078387, 16300152]"
16211337,[11284051]
16212005,[11284713]
16212519,[2678320]
16212754,[11285429]
16214271,[11286903]
16215574,"[12029240, 11288185]"
16215614,[11288225]
16215680,[11288284]
16216044,[11288646]
16217800,[11290376]
16220480,[15792851]
16220885,[11293419]
16221773,[11294293]
16222006,[11294525]
16222221,[11294734]
16222504,[11295010]
16223294,"[11295783, 13520150]"
16223401,[11295881]
16224839,[11297272]
16226152,[11298550]
16226304,[11298698]
16226415,[11298807]
16228402,[11300739]
16228478,[704591]
16228942,[159028]
16228971,[438152]
16229017,[1608418]
16232541,[11304750]
16236688,[11308803]
16237374,[11309471]
16238010,"[8093112, 12450020]"
16238518,[11310597]
16239423,"[26854241, 17672038]"
16239481,"[23010989, 17932316, 11311549, 34567504]"
16239705,"[10521782, 11311763]"
16240705,[11312752]
16241091,[11313132]
16241514,[11313552]
16245005,[11316983]
16246533,[11318474]
16247581,"[17436944, 18517218, 11319489]"
16249490,[11321310]
16252758,[11324515]
16253643,[11325388]
16253847,"[11325591, 26251867, 34474605, 30038091]"
16255938,[11327621]
16256422,"[1409195, 8574811, 13127006, 32069183, 107016, 6375845, 24161576, 33380111, 24362547, 25241741, 13575829, 6613722, 27994779]"
16257361,[11328971]
16257881,[11329486]
16257931,[11329536]
16258216,[11329816]
16258431,[11330029]
16259358,"[25007437, 11330919]"
16260061,[11331615]
16260596,"[12418869, 11332145, 19083829]"
16261531,[11333059]
16261560,[11333088]
16261575,[11333103]
16261774,[11333298]
16262392,[11333895]
16263836,[11335301]
16264135,[11335595]
16264609,[15997893]
16265871,[11337251]
16266344,[11337718]
16267811,"[11339144, 13153403]"
16268075,[11339406]
16268144,[1361026]
16269299,[11340277]
16269658,[11340620]
16269746,[11340707]
16271302,[11342236]
16272652,[11343431]
16272760,[11343537]
16272880,[11343655]
16272927,[11343702]
16273391,[11344160]
16274917,"[11345644, 10295268]"
16278336,[11348657]
16278341,[11348662]
16278633,[11348949]
16278924,"[11349230, 15801922]"
16279895,[11350177]
16280112,[11350385]
16280620,[11350873]
16280686,"[29499045, 11350939]"
16284080,[11354149]
16284480,[11354485]
16284658,[11354660]
16284691,[11354693]
16285726,[11355715]
16286282,[11356255]
16286635,[11356607]
16286819,[11356786]
16287535,[11357494]
16288742,[11358696]
16289151,[11359098]
16289186,[11359133]
16289764,[11359708]
16290863,[11360786]
16291110,"[25792787, 11361027]"
16292272,"[11362175, 13615483]"
16294778,[11363993]
16295106,"[11364318, 24058189]"
16298262,[11367442]
16298980,[11368154]
16300172,"[1912471, 2572558]"
16300759,[11369799]
16300897,"[15984310, 11369933]"
16301374,[11370395]
16301481,[11370496]
16301520,[11370535]
16301535,[11370550]
16301705,[11370713]
16301722,[11370730]
16301736,[11370744]
16306608,[11375520]
16307262,[11376172]
16307462,[11376372]
16307551,[13226100]
16309924,[11378548]
16310209,[11378800]
16312898,[11381394]
16313153,"[28718126, 25846796, 11381638]"
16313179,"[11381664, 21470683, 24285652]"
16313492,[11381977]
16317067,[11385372]
16317096,[11385401]
16318338,[11386424]
16319303,[10152430]
16319327,[10152658]
16319337,[10152722]
16319617,[11387643]
16320463,[11388473]
16321348,"[11389343, 15803905]"
16321405,"[23003348, 11389398, 23310780]"
16321413,"[16148439, 11389406]"
16321426,"[15803927, 11389419]"
16321462,"[11389455, 16146024]"
16321553,"[11389540, 15862812, 16146209]"
16321641,"[11389624, 15862829, 17571392]"
16321692,"[17250970, 10362345, 11389675, 31282328, 20788148]"
16321753,"[15862830, 17571398, 11389735]"
16322015,[11389995]
16322987,[11390955]
16323182,"[17281854, 11391150]"
16323637,[11391592]
16323640,[11391595]
16323649,[11391602]
16325223,[11393079]
16327434,[11395099]
16328477,[11396104]
16329488,[11397087]
16330345,[11397918]
16330422,[11397995]
16330641,[11398210]
16331339,"[11408921, 11398883]"
16331600,"[11399143, 12807182, 12761099]"
16331941,[13599730]
16332073,[11399614]
16336497,"[11403770, 28999741]"
16337685,[11404950]
16337696,[11404961]
16338066,[11405327]
16338177,[11405437]
16338227,[11405487]
16339234,[2573742]
16341439,"[29509653, 11408657]"
16342924,[11410108]
16343763,[11410936]
16346306,[11413425]
16347085,[11414202]
16347134,[11414248]
16347471,[11414571]
16347757,[11414842]
16352390,[11419326]
16352567,[11419497]
16352815,"[13737862, 11419742]"
16353033,[10460023]
16353750,[11420592]
16354448,[11421258]
16354592,[11421397]
16354604,[11421406]
16354709,[11421508]
16355928,"[5972630, 6700070]"
16355936,"[6555278, 6940239]"
16357168,[11423910]
16357177,[11423919]
16357662,[11424392]
16357796,[11424525]
16357811,[11424540]
16359409,"[26067684, 11426110]"
16359685,[12853864]
16359686,"[11426383, 13233487]"
16359737,[11426433]
16359739,[11426435]
16360552,[11427230]
16360565,[11427242]
16360597,[11427273]
16361026,"[13528680, 11427699]"
16361104,[11427777]
16362143,[11428800]
16363109,[6642387]
16363110,[11429754]
16363289,[11429929]
16364311,[11430911]
16364391,[11430988]
16365192,"[12670891, 16040438]"
16366758,[11433278]
16367896,"[11434386, 11434385]"
16367918,[11434407]
16369270,[11435695]
16369540,[11435936]
16371952,[11438297]
16371982,"[11438326, 12060861]"
16373338,[4136935]
16373627,[11439938]
16375030,"[11441299, 25684446]"
16375686,"[11441943, 13810100, 17671965]"
16376028,[11442277]
16376266,[11442513]
16377198,[11443438]
16377478,"[17979098, 12868578, 12979103, 25521823, 13067016, 15958921, 12212903, 24124168, 11450360, 13520573]"
16378451,[11444679]
16378895,[11445121]
16378906,[11445132]
16380002,[11446212]
16380025,[11446235]
16380105,[11446315]
16380423,[11446625]
16380597,"[11446795, 22844733]"
16381934,[11448092]
16381991,[11448149]
16383747,[11449840]
16383790,[11449883]
16383815,[11449904]
16383824,[11449913]
16383838,[11449927]
16384235,[11450310]
16385378,[11451417]
16385489,[11451528]
16386477,[11452501]
16386783,[11452800]
16386834,[11452849]
16386926,[11452934]
16387343,"[27978482, 11453343]"
16388418,[11454414]
16388840,[33107300]
16389364,[11455353]
16389720,[11455703]
16390020,[11455990]
16390738,[11456681]
16391612,[11457532]
16393179,"[18360792, 11459073]"
16393188,[16173091]
16393361,[11459255]
16393385,[11459278]
16393584,[11459477]
16393968,[11459851]
16395352,[25859980]
16395939,[11461781]
16397955,[11463776]
16397956,[11463777]
16398029,[11463850]
16398294,[11069024]
16399344,[11465132]
16399496,"[11465282, 7639046, 12244665]"
16400030,[11465802]
16400828,[11466589]
16400829,[11466590]
16402343,[11468084]
16402595,[11468334]
16402884,[30735918]
16403396,"[11469122, 22879933]"
16405007,"[11470711, 23400071, 13528703]"
16405472,[11471148]
16407739,[11473354]
16408342,[11473951]
16408441,[11474049]
16408512,[11474117]
16408540,[11474144]
16408610,[11474213]
16409082,[11474525]
16409106,[11474548]
16409114,[11474556]
16409189,[11474629]
16409605,[11475035]
16409618,[11475048]
16410358,"[11273093, 8403276, 11475765]"
16410787,[11476172]
16410923,[11476305]
16410934,[11476316]
16410967,[11476349]
16411267,[11476632]
16411629,"[2055858, 4744794]"
16411655,[11476862]
16412855,[11477932]
16412862,[11477939]
16412867,"[11477944, 13528728]"
16412868,"[13528681, 22112200, 11477945, 18955656]"
16412945,"[11478015, 25861686]"
16413375,[11478429]
16413404,[11478457]
16413458,[11478511]
16413779,"[17313132, 11478830]"
16414297,[11479343]
16415017,[11480050]
16415213,[11480245]
16415214,"[13356607, 9997666]"
16415882,"[15038257, 11480909, 20452264, 20932171]"
16416244,[11481252]
16416991,[11481980]
16419040,"[17412813, 17846343]"
16419106,[11484061]
16420257,[11389068]
16421633,[11486422]
16421660,[11486449]
16421681,[11486470]
16421688,[11486477]
16422145,[11486931]
16423065,[11487843]
16423279,[12534362]
16423484,[11488248]
16424305,"[11489051, 22588297]"
16424943,"[11489682, 18052437, 25241916, 19286735]"
16425026,[11489762]
16425559,[11490275]
16428676,[11493230]
16430171,[11494710]
16430172,[11494711]
16430695,[11495233]
16431886,[11496410]
16431888,[11496412]
16433201,[11497696]
16434723,"[23242717, 11499188]"
16436008,[11500446]
16436079,[11500517]
16436428,[11500857]
16437195,"[11501608, 29629811, 18755958, 13533743, 12307299, 34538296, 25932751]"
16440309,"[12220012, 11504610]"
16442657,[11506883]
16442668,[11506894]
16442820,[11507037]
16444660,[11508780]
16444904,"[13664846, 13081110, 12413203]"
16445612,[11509653]
16446563,[11510570]
16446588,[11510591]
16446740,[11510725]
16448714,[11512577]
16449259,[11513102]
16449268,[11513110]
16449651,[11513454]
16449774,[11513547]
16449969,[11513733]
16449988,[11513752]
16452028,[11515625]
16452649,[11516194]
16452772,[11516315]
16454233,[11517637]
16454658,"[11518024, 25792777]"
16455708,"[19322263, 11518995]"
16456137,[11519362]
16456179,"[11519399, 16204548]"
16456823,[11519957]
16456887,[11520021]
16456913,"[11520045, 11520044]"
16456940,[11520069]
16459842,[28365431]
16460431,[11523156]
16460438,[11523161]
16461439,[11524031]
16464227,"[16090866, 11526573]"
16464474,[11526807]
16464693,[11527011]
16466024,[11528242]
16467787,[11529826]
16470682,[11532394]
16473416,[11534932]
16473588,[15785635]
16473593,[11248425]
16473595,[5997162]
16473608,[5425934]
16473642,[5997163]
16476292,[11537452]
16476951,"[36450195, 11538027]"
16477122,[11538190]
16477201,[11538258]
16477678,[11538670]
16477877,[11538844]
16478245,[11539165]
16478288,[11539197]
16478417,[11539297]
16478468,[11539330]
16478562,[11539405]
16478620,[11539460]
16478658,[11539496]
16478732,[11539565]
16478766,[11539599]
16478808,[11539638]
